728795.0,1014.2,64.3,1021.1,64.3,1017.65,64.3
728796.0,1013.9,65.3,1021.1,65.3,1017.5,65.3
728797.0,1013.6,66.3,1021.0,66.3,1017.3,66.3
728798.0,1013.4,67.2,1021.0,67.2,1017.2,67.2
728799.0,1013.1,67.9,1021.1,67.9,1017.1,67.9
728800.0,1013.1,68.4,1021.1,68.4,1017.1,68.4
728801.0,1013.1,68.4,1021.1,68.4,1017.1,68.4
728802.0,1013.2,68.3,1021.0,68.3,1017.1,68.3
728803.0,1013.5,68.1,1020.9,68.1,1017.2,68.1
728804.0,1013.8,67.9,1020.9,67.9,1017.35,67.9
728805.0,1014.2,67.8,1020.7,67.8,1017.45,67.8
728806.0,1014.6,67.7,1020.4,67.7,1017.5,67.7
728807.0,1015.0,67.5,1020.1,67.5,1017.55,67.5
728808.0,1015.3,67.4,1019.8,67.4,1017.55,67.4
728809.0,1015.6,67.3,1020.0,67.3,1017.8,67.3
728810.0,1015.6,66.4,1020.1,66.4,1017.85,66.4
728811.0,1015.6,65.5,1020.2,65.5,1017.9,65.5
728812.0,1015.7,64.6,1020.3,64.6,1018.0,64.6
728813.0,1015.7,63.8,1020.4,63.8,1018.05,63.8
728814.0,1015.7,63.1,1020.5,63.1,1018.1,63.1
728815.0,1015.5,62.6,1020.4,62.6,1017.95,62.6
728816.0,1015.4,62.3,1019.9,62.3,1017.65,62.3
728817.0,1015.4,63.0,1019.6,63.0,1017.5,63.0
728818.0,1015.3,63.7,1019.2,63.7,1017.25,63.7
728819.0,1015.3,64.3,1019.2,64.3,1017.25,64.3
728820.0,1015.3,64.6,1019.2,64.6,1017.25,64.6
728821.0,1015.4,64.9,1019.2,64.9,1017.3,64.9
728822.0,1015.5,65.0,1019.2,65.0,1017.35,65.0
728823.0,1015.7,64.9,1019.3,64.9,1017.5,64.9
728824.0,1015.7,64.7,1019.3,64.7,1017.5,64.7
728825.0,1015.6,64.6,1019.4,64.6,1017.5,64.6
728826.0,1015.5,64.5,1019.4,64.5,1017.45,64.5
728827.0,1015.4,64.9,1019.4,64.9,1017.4,64.9
728828.0,1015.3,65.3,1019.5,65.3,1017.4,65.3
728829.0,1015.1,65.6,1019.6,65.6,1017.35,65.6
728830.0,1014.9,65.9,1019.7,65.9,1017.3,65.9
728831.0,1014.8,65.6,1019.8,65.6,1017.3,65.6
728832.0,1014.7,65.4,1020.0,65.4,1017.35,65.4
728833.0,1014.6,65.2,1020.1,65.2,1017.35,65.2
728834.0,1014.5,64.5,1020.2,64.5,1017.35,64.5
728835.0,1014.4,63.8,1020.2,63.8,1017.3,63.8
728836.0,1014.4,63.1,1020.3,63.1,1017.35,63.1
728837.0,1014.4,62.6,1020.3,62.6,1017.35,62.6
728838.0,1014.4,62.4,1020.3,62.4,1017.35,62.4
728839.0,1014.4,62.7,1020.4,62.7,1017.4,62.7
728840.0,1014.4,62.8,1020.6,62.8,1017.5,62.8
728841.0,1014.4,63.0,1020.8,63.0,1017.6,63.0
728842.0,1014.3,63.2,1021.1,63.2,1017.7,63.2
728843.0,1014.2,63.2,1021.4,63.2,1017.8,63.2
728844.0,1014.0,63.1,1021.7,63.1,1017.85,63.1
728845.0,1013.8,63.0,1022.1,63.0,1017.95,63.0
728846.0,1013.6,62.4,1022.3,62.4,1017.95,62.4
728847.0,1013.4,62.1,1022.5,62.1,1017.95,62.1
728848.0,1013.2,62.0,1022.6,62.0,1017.9,62.0
728849.0,1013.0,62.0,1022.7,62.0,1017.85,62.0
728850.0,1012.9,62.2,1022.7,62.2,1017.8,62.2
728851.0,1012.9,62.6,1022.6,62.6,1017.75,62.6
728852.0,1012.8,63.0,1022.6,63.0,1017.7,63.0
728853.0,1013.0,63.3,1022.5,63.3,1017.75,63.3
728854.0,1013.1,63.4,1022.4,63.4,1017.75,63.4
728855.0,1013.3,63.2,1022.3,63.2,1017.8,63.2
728856.0,1013.4,63.0,1022.2,63.0,1017.8,63.0
728857.0,1013.6,62.5,1022.2,62.5,1017.9,62.5
728858.0,1013.8,62.0,1021.9,62.0,1017.85,62.0
728859.0,1014.0,61.3,1021.5,61.3,1017.75,61.3
728860.0,1014.3,60.6,1021.2,60.6,1017.75,60.6
728861.0,1014.6,59.9,1020.9,59.9,1017.75,59.9
728862.0,1014.9,59.6,1020.6,59.6,1017.75,59.6
728863.0,1015.2,59.4,1020.2,59.4,1017.7,59.4
728864.0,1015.5,59.2,1019.7,59.2,1017.6,59.2
728865.0,1015.6,59.1,1019.4,59.1,1017.5,59.1
728866.0,1015.5,58.7,1019.3,58.7,1017.4,58.7
728867.0,1015.1,58.6,1019.2,58.6,1017.15,58.6
728868.0,1014.8,58.6,1019.4,58.6,1017.1,58.6
728869.0,1014.6,58.4,1019.5,58.4,1017.05,58.4
728870.0,1014.3,58.3,1019.7,58.3,1017.0,58.3
728871.0,1014.0,58.2,1019.9,58.2,1016.95,58.2
728872.0,1013.5,58.3,1020.1,58.3,1016.8,58.3
728873.0,1013.3,59.0,1020.2,59.0,1016.75,59.0
728874.0,1013.1,59.6,1020.3,59.6,1016.7,59.6
728875.0,1012.9,60.1,1020.2,60.1,1016.55,60.1
728876.0,1012.7,60.6,1020.3,60.6,1016.5,60.6
728877.0,1012.6,61.1,1020.3,61.1,1016.45,61.1
728878.0,1012.5,61.6,1020.4,61.6,1016.45,61.6
728879.0,1012.8,61.8,1020.4,61.8,1016.6,61.8
728880.0,1013.1,62.6,1020.3,62.6,1016.7,62.6
728881.0,1013.5,63.3,1020.3,63.3,1016.9,63.3
728882.0,1014.0,63.8,1020.2,63.8,1017.1,63.8
728883.0,1014.2,64.1,1020.1,64.1,1017.15,64.1
728884.0,1014.4,64.2,1019.9,64.2,1017.15,64.2
728885.0,1014.7,64.1,1019.8,64.1,1017.25,64.1
728886.0,1014.9,63.9,1019.9,63.9,1017.4,63.9
728887.0,1015.0,62.9,1020.0,62.9,1017.5,62.9
728888.0,1014.8,61.8,1020.0,61.8,1017.4,61.8
728889.0,1014.5,60.8,1020.1,60.8,1017.3,60.8
728890.0,1014.3,59.9,1020.1,59.9,1017.2,59.9
728891.0,1014.1,59.2,1020.3,59.2,1017.2,59.2
728892.0,1013.9,58.7,1020.3,58.7,1017.1,58.7
728893.0,1013.7,58.5,1020.1,58.5,1016.9,58.5
728894.0,1013.5,58.3,1020.0,58.3,1016.75,58.3
728895.0,1013.8,58.0,1020.1,58.0,1016.95,58.0
728896.0,1014.5,57.7,1020.2,57.7,1017.35,57.7
728897.0,1015.1,57.6,1020.3,57.6,1017.7,57.6
728898.0,1015.7,57.4,1020.5,57.4,1018.1,57.4
728899.0,1016.2,57.3,1020.7,57.3,1018.45,57.3
728900.0,1016.4,57.3,1021.0,57.3,1018.7,57.3
728901.0,1016.6,57.3,1021.3,57.3,1018.95,57.3
728902.0,1016.5,57.4,1021.4,57.4,1018.95,57.4
728903.0,1016.1,57.7,1021.4,57.7,1018.75,57.7
728904.0,1015.6,57.9,1021.4,57.9,1018.5,57.9
728905.0,1015.2,58.3,1021.3,58.3,1018.25,58.3
728906.0,1014.9,58.4,1021.2,58.4,1018.05,58.4
728907.0,1014.9,58.5,1021.2,58.5,1018.05,58.5
728908.0,1014.8,58.9,1021.1,58.9,1017.95,58.9
728909.0,1014.8,59.7,1021.1,59.7,1017.95,59.7
728910.0,1014.7,60.3,1021.1,60.3,1017.9,60.3
728911.0,1014.6,61.1,1021.2,61.1,1017.9,61.1
728912.0,1014.6,62.2,1021.1,62.2,1017.85,62.2
728913.0,1014.5,63.2,1021.0,63.2,1017.75,63.2
728914.0,1014.4,64.2,1020.7,64.2,1017.55,64.2
728915.0,1014.2,64.7,1020.3,64.7,1017.25,64.7
728916.0,1014.0,64.5,1019.8,64.5,1016.9,64.5
728917.0,1013.8,64.3,1019.4,64.3,1016.6,64.3
728918.0,1013.7,64.0,1019.1,64.0,1016.4,64.0
728919.0,1013.5,63.3,1019.0,63.3,1016.25,63.3
728920.0,1013.4,62.6,1019.1,62.6,1016.25,62.6
